"productCode","marketplace","msrp","crp","currencyCode","nikeSize","localizedSize","vendorSize","gtin","weightUnits","dimensionalUnits","grossPackageWeight","netWeight","dimensionalWeight","packageLength","packageWidth","packageHeight","packageQuantity","pid","skuId"
"CD4570-300","NZ",270,270,"NZD","10.5","10.5","10.5","00193154366464","kg","cm",0.84,0.84,,34.4,23.2,12.5,,12789418,24121168
"CD4570-300","NZ",270,270,"NZD","12.5","12.5","12.5","00193154366501","kg","cm",0.94,0.94,,36.4,23.8,12.7,,12789418,24121169
"CD4570-300","NZ",270,270,"NZD","11.5","11.5","11.5","00193154366488","kg","cm",0.88,0.88,,36.4,23.8,12.7,,12789418,24121170
"CD4570-300","CL",124990,124990,"CLP","9","9","9","00193154366433","kg","cm",0.74,0.74,,33.5,20.7,11.5,,12789418,24121154
"CD4570-300","CL",124990,124990,"CLP","6","6","6","00193154366372","kg","cm",0.64,0.64,,33.5,20.7,11.5,,12789418,24121155
"CD4570-300","CL",124990,124990,"CLP","8","8","8","00193154366419","kg","cm",0.7,0.7,,33.5,20.7,11.5,,12789418,24121156
"CD4570-300","CL",124990,124990,"CLP","7","7","7","00193154366396","kg","cm",0.68,0.68,,33.5,20.7,11.5,,12789418,24121157
"CD4570-300","CL",124990,124990,"CLP","7.5","7.5","7.5","00193154366402","kg","cm",0.7,0.7,,33.5,20.7,11.5,,12789418,24121158
"CD4570-300","CL",124990,124990,"CLP","13","13","13","00193154366518","kg","cm",0.94,0.94,,36.4,23.8,12.7,,12789418,24121159
"CD4570-300","CL",124990,124990,"CLP","6.5","6.5","6.5","00193154366389","kg","cm",0.66,0.66,,33.5,20.7,11.5,,12789418,24121160
"CD4570-300","CL",124990,124990,"CLP","12","12","12","00193154366495","kg","cm",0.9,0.9,,36.4,23.8,12.7,,12789418,24121161
"CD4570-300","CL",124990,124990,"CLP","9.5","9.5","9.5","00193154366440","kg","cm",0.8,0.8,,34.3,23.5,12,,12789418,24121162
"CD4570-300","CL",124990,124990,"CLP","15","15","15","00193154366532","kg","cm",1.06,1.06,,38.3,24.2,13.5,,12789418,24121163
"CD4570-300","CL",124990,124990,"CLP","8.5","8.5","8.5","00193154366426","kg","cm",0.72,0.72,,33.5,20.7,11.5,,12789418,24121164
"CD4570-300","CL",124990,124990,"CLP","14","14","14","00193154366525","kg","cm",0.94,0.94,,38.3,24.2,13.5,,12789418,24121165
"CD4570-300","CL",124990,124990,"CLP","11","11","11","00193154366471","kg","cm",0.84,0.84,,36,23.7,12,,12789418,24121166
"CD4570-300","CL",124990,124990,"CLP","10","10","10","00193154366457","kg","cm",0.8,0.8,,34.3,23.5,12,,12789418,24121167
"CD4570-300","CL",124990,124990,"CLP","10.5","10.5","10.5","00193154366464","kg","cm",0.84,0.84,,34.4,23.2,12.5,,12789418,24121168
"CD4570-300","CL",124990,124990,"CLP","12.5","12.5","12.5","00193154366501","kg","cm",0.94,0.94,,36.4,23.8,12.7,,12789418,24121169
"CD4570-300","CL",124990,124990,"CLP","11.5","11.5","11.5","00193154366488","kg","cm",0.88,0.88,,36.4,23.8,12.7,,12789418,24121170
"CD4570-300","AE",779,779,"AED","9","9","9","00193154366433","kg","cm",0.74,0.74,,33.5,20.7,11.5,,12789418,24121154
"CD4570-300","AE",779,779,"AED","6","6","6","00193154366372","kg","cm",0.64,0.64,,33.5,20.7,11.5,,12789418,24121155
"CD4570-300","AE",779,779,"AED","8","8","8","00193154366419","kg","cm",0.7,0.7,,33.5,20.7,11.5,,12789418,24121156
"CD4570-300","AE",779,779,"AED","7","7","7","00193154366396","kg","cm",0.68,0.68,,33.5,20.7,11.5,,12789418,24121157
"CD4570-300","AE",779,779,"AED","7.5","7.5","7.5","00193154366402","kg","cm",0.7,0.7,,33.5,20.7,11.5,,12789418,24121158
"CD4570-300","AE",779,779,"AED","13","13","13","00193154366518","kg","cm",0.94,0.94,,36.4,23.8,12.7,,12789418,24121159
"CD4570-300","AE",779,779,"AED","6.5","6.5","6.5","00193154366389","kg","cm",0.66,0.66,,33.5,20.7,11.5,,12789418,24121160
"CD4570-300","AE",779,779,"AED","12","12","12","00193154366495","kg","cm",0.9,0.9,,36.4,23.8,12.7,,12789418,24121161
"CD4570-300","AE",779,779,"AED","9.5","9.5","9.5","00193154366440","kg","cm",0.8,0.8,,34.3,23.5,12,,12789418,24121162
"CD4570-300","AE",779,779,"AED","15","15","15","00193154366532","kg","cm",1.06,1.06,,38.3,24.2,13.5,,12789418,24121163
"CD4570-300","AE",779,779,"AED","8.5","8.5","8.5","00193154366426","kg","cm",0.72,0.72,,33.5,20.7,11.5,,12789418,24121164
"CD4570-300","AE",779,779,"AED","14","14","14","00193154366525","kg","cm",0.94,0.94,,38.3,24.2,13.5,,12789418,24121165
"CD4570-300","AE",779,779,"AED","11","11","11","00193154366471","kg","cm",0.84,0.84,,36,23.7,12,,12789418,24121166
"CD4570-300","AE",779,779,"AED","10","10","10","00193154366457","kg","cm",0.8,0.8,,34.3,23.5,12,,12789418,24121167
"CD4570-300","AE",779,779,"AED","10.5","10.5","10.5","00193154366464","kg","cm",0.84,0.84,,34.4,23.2,12.5,,12789418,24121168
"CD4570-300","AE",779,779,"AED","12.5","12.5","12.5","00193154366501","kg","cm",0.94,0.94,,36.4,23.8,12.7,,12789418,24121169
"CD4570-300","AE",779,779,"AED","11.5","11.5","11.5","00193154366488","kg","cm",0.88,0.88,,36.4,23.8,12.7,,12789418,24121170
"CD4570-300","BG",329,329,"BGN","9","9","9","00193154366433","kg","cm",0.74,0.74,,33.5,20.7,11.5,,12789418,24121154
"CD4570-300","BG",329,329,"BGN","6","6","6","00193154366372","kg","cm",0.64,0.64,,33.5,20.7,11.5,,12789418,24121155
"CD4570-300","BG",329,329,"BGN","8","8","8","00193154366419","kg","cm",0.7,0.7,,33.5,20.7,11.5,,12789418,24121156
"CD4570-300","BG",329,329,"BGN","7","7","7","00193154366396","kg","cm",0.68,0.68,,33.5,20.7,11.5,,12789418,24121157
"CD4570-300","BG",329,329,"BGN","7.5","7.5","7.5","00193154366402","kg","cm",0.7,0.7,,33.5,20.7,11.5,,12789418,24121158
"CD4570-300","BG",329,329,"BGN","13","13","13","00193154366518","kg","cm",0.94,0.94,,36.4,23.8,12.7,,12789418,24121159
"CD4570-300","BG",329,329,"BGN","6.5","6.5","6.5","00193154366389","kg","cm",0.66,0.66,,33.5,20.7,11.5,,12789418,24121160
"CD4570-300","BG",329,329,"BGN","12","12","12","00193154366495","kg","cm",0.9,0.9,,36.4,23.8,12.7,,12789418,24121161
"CD4570-300","BG",329,329,"BGN","9.5","9.5","9.5","00193154366440","kg","cm",0.8,0.8,,34.3,23.5,12,,12789418,24121162
"CD4570-300","BG",329,329,"BGN","15","15","15","00193154366532","kg","cm",1.06,1.06,,38.3,24.2,13.5,,12789418,24121163
"CD4570-300","BG",329,329,"BGN","8.5","8.5","8.5","00193154366426","kg","cm",0.72,0.72,,33.5,20.7,11.5,,12789418,24121164
"CD4570-300","BG",329,329,"BGN","14","14","14","00193154366525","kg","cm",0.94,0.94,,38.3,24.2,13.5,,12789418,24121165
"CD4570-300","BG",329,329,"BGN","11","11","11","00193154366471","kg","cm",0.84,0.84,,36,23.7,12,,12789418,24121166
"CD4570-300","BG",329,329,"BGN","10","10","10","00193154366457","kg","cm",0.8,0.8,,34.3,23.5,12,,12789418,24121167
"CD4570-300","BG",329,329,"BGN","10.5","10.5","10.5","00193154366464","kg","cm",0.84,0.84,,34.4,23.2,12.5,,12789418,24121168
"CD4570-300","BG",329,329,"BGN","12.5","12.5","12.5","00193154366501","kg","cm",0.94,0.94,,36.4,23.8,12.7,,12789418,24121169
"CD4570-300","BG",329,329,"BGN","11.5","11.5","11.5","00193154366488","kg","cm",0.88,0.88,,36.4,23.8,12.7,,12789418,24121170
"CD4570-300","CA",230,230,"CAD","9","9","9","00193154366433","kg","cm",0.74,0.74,,33.5,20.7,11.5,,12789418,24121154
"CD4570-300","CA",230,230,"CAD","6","6","6","00193154366372","kg","cm",0.64,0.64,,33.5,20.7,11.5,,12789418,24121155
"CD4570-300","CA",230,230,"CAD","8","8","8","00193154366419","kg","cm",0.7,0.7,,33.5,20.7,11.5,,12789418,24121156
"CD4570-300","CA",230,230,"CAD","7","7","7","00193154366396","kg","cm",0.68,0.68,,33.5,20.7,11.5,,12789418,24121157
"CD4570-300","CA",230,230,"CAD","7.5","7.5","7.5","00193154366402","kg","cm",0.7,0.7,,33.5,20.7,11.5,,12789418,24121158
"CD4570-300","CA",230,230,"CAD","13","13","13","00193154366518","kg","cm",0.94,0.94,,36.4,23.8,12.7,,12789418,24121159
"CD4570-300","CA",230,230,"CAD","6.5","6.5","6.5","00193154366389","kg","cm",0.66,0.66,,33.5,20.7,11.5,,12789418,24121160
"CD4570-300","CA",230,230,"CAD","12","12","12","00193154366495","kg","cm",0.9,0.9,,36.4,23.8,12.7,,12789418,24121161
"CD4570-300","CA",230,230,"CAD","9.5","9.5","9.5","00193154366440","kg","cm",0.8,0.8,,34.3,23.5,12,,12789418,24121162
"CD4570-300","CA",230,230,"CAD","15","15","15","00193154366532","kg","cm",1.06,1.06,,38.3,24.2,13.5,,12789418,24121163
"CD4570-300","CA",230,230,"CAD","8.5","8.5","8.5","00193154366426","kg","cm",0.72,0.72,,33.5,20.7,11.5,,12789418,24121164
"CD4570-300","CA",230,230,"CAD","14","14","14","00193154366525","kg","cm",0.94,0.94,,38.3,24.2,13.5,,12789418,24121165
"CD4570-300","CA",230,230,"CAD","11","11","11","00193154366471","kg","cm",0.84,0.84,,36,23.7,12,,12789418,24121166
"CD4570-300","CA",230,230,"CAD","10","10","10","00193154366457","kg","cm",0.8,0.8,,34.3,23.5,12,,12789418,24121167
"CD4570-300","CA",230,230,"CAD","10.5","10.5","10.5","00193154366464","kg","cm",0.84,0.84,,34.4,23.2,12.5,,12789418,24121168
"CD4570-300","CA",230,230,"CAD","12.5","12.5","12.5","00193154366501","kg","cm",0.94,0.94,,36.4,23.8,12.7,,12789418,24121169
"CD4570-300","CA",230,230,"CAD","11.5","11.5","11.5","00193154366488","kg","cm",0.88,0.88,,36.4,23.8,12.7,,12789418,24121170
"CD4570-300","EG",4449,4449,"EGP","9","9","9","00193154366433","kg","cm",0.74,0.74,,33.5,20.7,11.5,,12789418,24121154
"CD4570-300","EG",4449,4449,"EGP","6","6","6","00193154366372","kg","cm",0.64,0.64,,33.5,20.7,11.5,,12789418,24121155
"CD4570-300","EG",4449,4449,"EGP","8","8","8","00193154366419","kg","cm",0.7,0.7,,33.5,20.7,11.5,,12789418,24121156
"CD4570-300","EG",4449,4449,"EGP","7","7","7","00193154366396","kg","cm",0.68,0.68,,33.5,20.7,11.5,,12789418,24121157
"CD4570-300","EG",4449,4449,"EGP","7.5","7.5","7.5","00193154366402","kg","cm",0.7,0.7,,33.5,20.7,11.5,,12789418,24121158
"CD4570-300","EG",4449,4449,"EGP","13","13","13","00193154366518","kg","cm",0.94,0.94,,36.4,23.8,12.7,,12789418,24121159
"CD4570-300","EG",4449,4449,"EGP","6.5","6.5","6.5","00193154366389","kg","cm",0.66,0.66,,33.5,20.7,11.5,,12789418,24121160
"CD4570-300","EG",4449,4449,"EGP","12","12","12","00193154366495","kg","cm",0.9,0.9,,36.4,23.8,12.7,,12789418,24121161
"CD4570-300","EG",4449,4449,"EGP","9.5","9.5","9.5","00193154366440","kg","cm",0.8,0.8,,34.3,23.5,12,,12789418,24121162
"CD4570-300","EG",4449,4449,"EGP","15","15","15","00193154366532","kg","cm",1.06,1.06,,38.3,24.2,13.5,,12789418,24121163
"CD4570-300","EG",4449,4449,"EGP","8.5","8.5","8.5","00193154366426","kg","cm",0.72,0.72,,33.5,20.7,11.5,,12789418,24121164
"CD4570-300","EG",4449,4449,"EGP","14","14","14","00193154366525","kg","cm",0.94,0.94,,38.3,24.2,13.5,,12789418,24121165
"CD4570-300","EG",4449,4449,"EGP","11","11","11","00193154366471","kg","cm",0.84,0.84,,36,23.7,12,,12789418,24121166
"CD4570-300","EG",4449,4449,"EGP","10","10","10","00193154366457","kg","cm",0.8,0.8,,34.3,23.5,12,,12789418,24121167
"CD4570-300","EG",4449,4449,"EGP","10.5","10.5","10.5","00193154366464","kg","cm",0.84,0.84,,34.4,23.2,12.5,,12789418,24121168
"CD4570-300","EG",4449,4449,"EGP","12.5","12.5","12.5","00193154366501","kg","cm",0.94,0.94,,36.4,23.8,12.7,,12789418,24121169
"CD4570-300","EG",4449,4449,"EGP","11.5","11.5","11.5","00193154366488","kg","cm",0.88,0.88,,36.4,23.8,12.7,,12789418,24121170
"CD4570-300","MA",1999,1999,"MAD","9","9","9","00193154366433","kg","cm",0.74,0.74,,33.5,20.7,11.5,,12789418,24121154
"CD4570-300","MA",1999,1999,"MAD","6","6","6","00193154366372","kg","cm",0.64,0.64,,33.5,20.7,11.5,,12789418,24121155
"CD4570-300","MA",1999,1999,"MAD","8","8","8","00193154366419","kg","cm",0.7,0.7,,33.5,20.7,11.5,,12789418,24121156
"CD4570-300","MA",1999,1999,"MAD","7","7","7","00193154366396","kg","cm",0.68,0.68,,33.5,20.7,11.5,,12789418,24121157
"CD4570-300","MA",1999,1999,"MAD","7.5","7.5","7.5","00193154366402","kg","cm",0.7,0.7,,33.5,20.7,11.5,,12789418,24121158
"CD4570-300","MA",1999,1999,"MAD","13","13","13","00193154366518","kg","cm",0.94,0.94,,36.4,23.8,12.7,,12789418,24121159
"CD4570-300","MA",1999,1999,"MAD","6.5","6.5","6.5","00193154366389","kg","cm",0.66,0.66,,33.5,20.7,11.5,,12789418,24121160
"CD4570-300","MA",1999,1999,"MAD","12","12","12","00193154366495","kg","cm",0.9,0.9,,36.4,23.8,12.7,,12789418,24121161
"CD4570-300","MA",1999,1999,"MAD","9.5","9.5","9.5","00193154366440","kg","cm",0.8,0.8,,34.3,23.5,12,,12789418,24121162
"CD4570-300","MA",1999,1999,"MAD","15","15","15","00193154366532","kg","cm",1.06,1.06,,38.3,24.2,13.5,,12789418,24121163
"CD4570-300","MA",1999,1999,"MAD","8.5","8.5","8.5","00193154366426","kg","cm",0.72,0.72,,33.5,20.7,11.5,,12789418,24121164
"CD4570-300","MA",1999,1999,"MAD","14","14","14","00193154366525","kg","cm",0.94,0.94,,38.3,24.2,13.5,,12789418,24121165
"CD4570-300","MA",1999,1999,"MAD","11","11","11","00193154366471","kg","cm",0.84,0.84,,36,23.7,12,,12789418,24121166
"CD4570-300","MA",1999,1999,"MAD","10","10","10","00193154366457","kg","cm",0.8,0.8,,34.3,23.5,12,,12789418,24121167
"CD4570-300","MA",1999,1999,"MAD","10.5","10.5","10.5","00193154366464","kg","cm",0.84,0.84,,34.4,23.2,12.5,,12789418,24121168
"CD4570-300","MA",1999,1999,"MAD","12.5","12.5","12.5","00193154366501","kg","cm",0.94,0.94,,36.4,23.8,12.7,,12789418,24121169
"CD4570-300","MA",1999,1999,"MAD","11.5","11.5","11.5","00193154366488","kg","cm",0.88,0.88,,36.4,23.8,12.7,,12789418,24121170
"CD4570-300","MX",3349,3349,"MXN","9","9","9","00193154366433","kg","cm",0.74,0.74,,33.5,20.7,11.5,,12789418,24121154
"CD4570-300","MX",3349,3349,"MXN","6","6","6","00193154366372","kg","cm",0.64,0.64,,33.5,20.7,11.5,,12789418,24121155
"CD4570-300","MX",3349,3349,"MXN","8","8","8","00193154366419","kg","cm",0.7,0.7,,33.5,20.7,11.5,,12789418,24121156
"CD4570-300","MX",3349,3349,"MXN","7","7","7","00193154366396","kg","cm",0.68,0.68,,33.5,20.7,11.5,,12789418,24121157
"CD4570-300","MX",3349,3349,"MXN","7.5","7.5","7.5","00193154366402","kg","cm",0.7,0.7,,33.5,20.7,11.5,,12789418,24121158
"CD4570-300","MX",3349,3349,"MXN","13","13","13","00193154366518","kg","cm",0.94,0.94,,36.4,23.8,12.7,,12789418,24121159
"CD4570-300","MX",3349,3349,"MXN","6.5","6.5","6.5","00193154366389","kg","cm",0.66,0.66,,33.5,20.7,11.5,,12789418,24121160
"CD4570-300","MX",3349,3349,"MXN","12","12","12","00193154366495","kg","cm",0.9,0.9,,36.4,23.8,12.7,,12789418,24121161
"CD4570-300","MX",3349,3349,"MXN","9.5","9.5","9.5","00193154366440","kg","cm",0.8,0.8,,34.3,23.5,12,,12789418,24121162
"CD4570-300","MX",3349,3349,"MXN","15","15","15","00193154366532","kg","cm",1.06,1.06,,38.3,24.2,13.5,,12789418,24121163
"CD4570-300","MX",3349,3349,"MXN","8.5","8.5","8.5","00193154366426","kg","cm",0.72,0.72,,33.5,20.7,11.5,,12789418,24121164
"CD4570-300","MX",3349,3349,"MXN","14","14","14","00193154366525","kg","cm",0.94,0.94,,38.3,24.2,13.5,,12789418,24121165
"CD4570-300","MX",3349,3349,"MXN","11","11","11","00193154366471","kg","cm",0.84,0.84,,36,23.7,12,,12789418,24121166
"CD4570-300","MX",3349,3349,"MXN","10","10","10","00193154366457","kg","cm",0.8,0.8,,34.3,23.5,12,,12789418,24121167
"CD4570-300","MX",3349,3349,"MXN","10.5","10.5","10.5","00193154366464","kg","cm",0.84,0.84,,34.4,23.2,12.5,,12789418,24121168
"CD4570-300","MX",3349,3349,"MXN","12.5","12.5","12.5","00193154366501","kg","cm",0.94,0.94,,36.4,23.8,12.7,,12789418,24121169
"CD4570-300","MX",3349,3349,"MXN","11.5","11.5","11.5","00193154366488","kg","cm",0.88,0.88,,36.4,23.8,12.7,,12789418,24121170
"CD4570-300","RO",769.99,769.99,"RON","9","9","9","00193154366433","kg","cm",0.74,0.74,,33.5,20.7,11.5,,12789418,24121154
"CD4570-300","RO",769.99,769.99,"RON","6","6","6","00193154366372","kg","cm",0.64,0.64,,33.5,20.7,11.5,,12789418,24121155
"CD4570-300","RO",769.99,769.99,"RON","8","8","8","00193154366419","kg","cm",0.7,0.7,,33.5,20.7,11.5,,12789418,24121156
"CD4570-300","RO",769.99,769.99,"RON","7","7","7","00193154366396","kg","cm",0.68,0.68,,33.5,20.7,11.5,,12789418,24121157
"CD4570-300","RO",769.99,769.99,"RON","7.5","7.5","7.5","00193154366402","kg","cm",0.7,0.7,,33.5,20.7,11.5,,12789418,24121158
"CD4570-300","RO",769.99,769.99,"RON","13","13","13","00193154366518","kg","cm",0.94,0.94,,36.4,23.8,12.7,,12789418,24121159
"CD4570-300","RO",769.99,769.99,"RON","6.5","6.5","6.5","00193154366389","kg","cm",0.66,0.66,,33.5,20.7,11.5,,12789418,24121160
"CD4570-300","RO",769.99,769.99,"RON","12","12","12","00193154366495","kg","cm",0.9,0.9,,36.4,23.8,12.7,,12789418,24121161
"CD4570-300","RO",769.99,769.99,"RON","9.5","9.5","9.5","00193154366440","kg","cm",0.8,0.8,,34.3,23.5,12,,12789418,24121162
"CD4570-300","RO",769.99,769.99,"RON","15","15","15","00193154366532","kg","cm",1.06,1.06,,38.3,24.2,13.5,,12789418,24121163
"CD4570-300","RO",769.99,769.99,"RON","8.5","8.5","8.5","00193154366426","kg","cm",0.72,0.72,,33.5,20.7,11.5,,12789418,24121164
"CD4570-300","RO",769.99,769.99,"RON","14","14","14","00193154366525","kg","cm",0.94,0.94,,38.3,24.2,13.5,,12789418,24121165
"CD4570-300","RO",769.99,769.99,"RON","11","11","11","00193154366471","kg","cm",0.84,0.84,,36,23.7,12,,12789418,24121166
"CD4570-300","RO",769.99,769.99,"RON","10","10","10","00193154366457","kg","cm",0.8,0.8,,34.3,23.5,12,,12789418,24121167
"CD4570-300","RO",769.99,769.99,"RON","10.5","10.5","10.5","00193154366464","kg","cm",0.84,0.84,,34.4,23.2,12.5,,12789418,24121168
"CD4570-300","RO",769.99,769.99,"RON","12.5","12.5","12.5","00193154366501","kg","cm",0.94,0.94,,36.4,23.8,12.7,,12789418,24121169
"CD4570-300","RO",769.99,769.99,"RON","11.5","11.5","11.5","00193154366488","kg","cm",0.88,0.88,,36.4,23.8,12.7,,12789418,24121170
"CD4570-300","SA",779,779,"SAR","9","9","9","00193154366433","kg","cm",0.74,0.74,,33.5,20.7,11.5,,12789418,24121154
"CD4570-300","SA",779,779,"SAR","6","6","6","00193154366372","kg","cm",0.64,0.64,,33.5,20.7,11.5,,12789418,24121155
"CD4570-300","SA",779,779,"SAR","8","8","8","00193154366419","kg","cm",0.7,0.7,,33.5,20.7,11.5,,12789418,24121156
"CD4570-300","SA",779,779,"SAR","7","7","7","00193154366396","kg","cm",0.68,0.68,,33.5,20.7,11.5,,12789418,24121157
"CD4570-300","SA",779,779,"SAR","7.5","7.5","7.5","00193154366402","kg","cm",0.7,0.7,,33.5,20.7,11.5,,12789418,24121158
"CD4570-300","SA",779,779,"SAR","13","13","13","00193154366518","kg","cm",0.94,0.94,,36.4,23.8,12.7,,12789418,24121159
"CD4570-300","SA",779,779,"SAR","6.5","6.5","6.5","00193154366389","kg","cm",0.66,0.66,,33.5,20.7,11.5,,12789418,24121160
"CD4570-300","SA",779,779,"SAR","12","12","12","00193154366495","kg","cm",0.9,0.9,,36.4,23.8,12.7,,12789418,24121161
"CD4570-300","SA",779,779,"SAR","9.5","9.5","9.5","00193154366440","kg","cm",0.8,0.8,,34.3,23.5,12,,12789418,24121162
"CD4570-300","SA",779,779,"SAR","15","15","15","00193154366532","kg","cm",1.06,1.06,,38.3,24.2,13.5,,12789418,24121163
"CD4570-300","SA",779,779,"SAR","8.5","8.5","8.5","00193154366426","kg","cm",0.72,0.72,,33.5,20.7,11.5,,12789418,24121164
"CD4570-300","SA",779,779,"SAR","14","14","14","00193154366525","kg","cm",0.94,0.94,,38.3,24.2,13.5,,12789418,24121165
"CD4570-300","SA",779,779,"SAR","11","11","11","00193154366471","kg","cm",0.84,0.84,,36,23.7,12,,12789418,24121166
"CD4570-300","SA",779,779,"SAR","10","10","10","00193154366457","kg","cm",0.8,0.8,,34.3,23.5,12,,12789418,24121167
"CD4570-300","SA",779,779,"SAR","10.5","10.5","10.5","00193154366464","kg","cm",0.84,0.84,,34.4,23.2,12.5,,12789418,24121168
"CD4570-300","SA",779,779,"SAR","12.5","12.5","12.5","00193154366501","kg","cm",0.94,0.94,,36.4,23.8,12.7,,12789418,24121169
"CD4570-300","SA",779,779,"SAR","11.5","11.5","11.5","00193154366488","kg","cm",0.88,0.88,,36.4,23.8,12.7,,12789418,24121170
"CD4570-300","PR",170,170,"USD","9","9","9","00193154366433","kg","cm",0.74,0.74,,33.5,20.7,11.5,,12789418,24121154
"CD4570-300","PR",170,170,"USD","6","6","6","00193154366372","kg","cm",0.64,0.64,,33.5,20.7,11.5,,12789418,24121155
"CD4570-300","PR",170,170,"USD","8","8","8","00193154366419","kg","cm",0.7,0.7,,33.5,20.7,11.5,,12789418,24121156
"CD4570-300","PR",170,170,"USD","7","7","7","00193154366396","kg","cm",0.68,0.68,,33.5,20.7,11.5,,12789418,24121157
"CD4570-300","PR",170,170,"USD","7.5","7.5","7.5","00193154366402","kg","cm",0.7,0.7,,33.5,20.7,11.5,,12789418,24121158
"CD4570-300","PR",170,170,"USD","13","13","13","00193154366518","kg","cm",0.94,0.94,,36.4,23.8,12.7,,12789418,24121159
"CD4570-300","PR",170,170,"USD","6.5","6.5","6.5","00193154366389","kg","cm",0.66,0.66,,33.5,20.7,11.5,,12789418,24121160
"CD4570-300","PR",170,170,"USD","12","12","12","00193154366495","kg","cm",0.9,0.9,,36.4,23.8,12.7,,12789418,24121161
"CD4570-300","PR",170,170,"USD","9.5","9.5","9.5","00193154366440","kg","cm",0.8,0.8,,34.3,23.5,12,,12789418,24121162
"CD4570-300","PR",170,170,"USD","15","15","15","00193154366532","kg","cm",1.06,1.06,,38.3,24.2,13.5,,12789418,24121163
"CD4570-300","PR",170,170,"USD","8.5","8.5","8.5","00193154366426","kg","cm",0.72,0.72,,33.5,20.7,11.5,,12789418,24121164
"CD4570-300","PR",170,170,"USD","14","14","14","00193154366525","kg","cm",0.94,0.94,,38.3,24.2,13.5,,12789418,24121165
"CD4570-300","PR",170,170,"USD","11","11","11","00193154366471","kg","cm",0.84,0.84,,36,23.7,12,,12789418,24121166
"CD4570-300","PR",170,170,"USD","10","10","10","00193154366457","kg","cm",0.8,0.8,,34.3,23.5,12,,12789418,24121167
"CD4570-300","PR",170,170,"USD","10.5","10.5","10.5","00193154366464","kg","cm",0.84,0.84,,34.4,23.2,12.5,,12789418,24121168
"CD4570-300","PR",170,170,"USD","12.5","12.5","12.5","00193154366501","kg","cm",0.94,0.94,,36.4,23.8,12.7,,12789418,24121169
"CD4570-300","PR",170,170,"USD","11.5","11.5","11.5","00193154366488","kg","cm",0.88,0.88,,36.4,23.8,12.7,,12789418,24121170
